address,albers_x,albers_y,admin_id,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1033 BALFOUR AV, VANCOUVER, BC",1209203,474878,1234,Westside Montessori,1209243,474492,121.13163766578067,00:02:01,0.697,schools
"1033 DAVIE ST, VANCOUVER, BC",1208975,477953,1234,Pattison High School,1209307,478110,57.92489785851797,00:00:57,0.401,schools
"1033 DAVIE ST, VANCOUVER, BC",1208960,477967,1234,Pattison High School,1209307,478110,57.92489785851797,00:00:57,0.401,schools
"1033 DAVIE ST, VANCOUVER, BC",1208987,477943,1234,Pattison High School,1209307,478110,57.92489785851797,00:00:57,0.401,schools
"1033 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209197,474065,1234,Vancouver Talmud Torah Elementary,1209333,474385,78.14168074617075,00:01:18,0.481,schools
"1033 E 12TH AV, VANCOUVER, BC",1212505,475886,1234,Florence Nightingale StrongStart Centre,1211687,475869,65.89689503067515,00:01:05,0.818,schools
"1033 E 13TH AV, VANCOUVER, BC",1212510,475787,1234,Florence Nightingale StrongStart Centre,1211687,475869,118.76627306084684,00:01:58,1.018,schools
"1033 E 14TH AV, VANCOUVER, BC",1212509,475686,1234,Charles Dickens Elementary,1212535,475325,125.73899667852946,00:02:05,0.558,schools
"1033 E 21ST AV, VANCOUVER, BC",1212509,475012,1234,Charles Dickens Elementary,1212535,475325,84.7925467842512,00:01:24,0.374,schools
"1033 E 33RD AV, VANCOUVER, BC",1212508,473725,1234,Sir Richard McBride Annex,1212408,473884,67.25782789112415,00:01:07,0.426,schools
"1033 E 38TH AV, VANCOUVER, BC",1212501,473211,1234,Sir Alexander Mackenzie Elementary,1212313,473057,106.62848617979941,00:01:46,0.572,schools
"1033 E 39TH AV, VANCOUVER, BC",1212509,473113,1234,Sir Alexander Mackenzie Elementary,1212313,473057,101.05613921692493,00:01:41,0.464,schools
"1033 E 40TH AV, VANCOUVER, BC",1212511,473007,1234,Sir Alexander Mackenzie Elementary,1212313,473057,105.10860733664143,00:01:45,0.462,schools
"1033 E 41ST AV, VANCOUVER, BC",1212513,472904,1234,Sir Alexander Mackenzie Elementary,1212313,473057,115.51774538030487,00:01:55,0.569,schools
"1033 HARO ST, VANCOUVER, BC",1209349,478357,1234,Pattison High School,1209307,478110,61.608292014550834,00:01:01,0.413,schools
"1033 KEEFER ST, VANCOUVER, BC",1212474,478053,1234,Admiral Seymour StrongStart Centre,1212578,477967,34.52515514301921,00:00:34,0.127,schools
"1033 MARINASIDE CRESCENT, VANCOUVER, BC",1209957,477308,1234,Elsie Roy Elementary,1209538,477136,91.41341927826817,00:01:31,0.742,schools
"1033 SEYMOUR ST, VANCOUVER, BC",1209479,477819,1234,Pattison High School,1209307,478110,141.6345682552269,00:02:21,0.906,schools
"1033 VENABLES ST, VANCOUVER, BC",1212488,477793,1234,Admiral Seymour StrongStart Centre,1212578,477967,88.89709884453187,00:01:28,0.564,schools
"1033 W 7TH AV, VANCOUVER, BC",1209213,476362,1234,L'Ecole Bilingue Elementary,1209026,475541,137.79863525091073,00:02:17,1.169,schools
"1034 DAVIE ST, VANCOUVER, BC",1208927,477917,1234,Anchor Point Montessori,1208902,477646,113.29508841083153,00:01:53,0.784,schools
"1034 E 14TH AV, VANCOUVER, BC",1212509,475628,1234,Charles Dickens Elementary,1212535,475325,121.25344206859465,00:02:01,0.581,schools
"1034 E 37TH AV, VANCOUVER, BC",1212504,473256,1234,Sir Alexander Mackenzie Elementary,1212313,473057,70.51235733205576,00:01:10,0.351,schools
"1034 E 38TH AV, VANCOUVER, BC",1212506,473155,1234,Sir Alexander Mackenzie Elementary,1212313,473057,60.74793407427407,00:01:00,0.249,schools
"1034 ROBSON ST, VANCOUVER, BC",1209381,478397,1234,Pattison High School,1209307,478110,98.00448536980812,00:01:38,0.62,schools
"1034 W 15TH AV, VANCOUVER, BC",1209198,475493,1234,L'Ecole Bilingue Elementary,1209026,475541,63.213183844352876,00:01:03,0.218,schools
"1035 CONNAUGHT DRIVE, VANCOUVER, BC",1209217,473962,1234,Vancouver Talmud Torah Elementary,1209333,474385,75.35753473130478,00:01:15,0.526,schools
"1035 E 10TH AV, VANCOUVER, BC",1212490,476087,1234,Florence Nightingale StrongStart Centre,1211687,475869,142.90688775670242,00:02:22,1.228,schools
"1035 E 13TH AV, VANCOUVER, BC",1212520,475787,1234,Florence Nightingale StrongStart Centre,1211687,475869,115.4949090693451,00:01:55,1.008,schools
"1035 E 17TH AV, VANCOUVER, BC",1212503,475413,1234,Charles Dickens Elementary,1212535,475325,74.53487466473413,00:01:14,0.273,schools
"1035 E 22ND AV, VANCOUVER, BC",1212511,474911,1234,Charles Dickens Elementary,1212535,475325,94.45639568403934,00:01:34,0.476,schools
"1035 E 29TH AV, VANCOUVER, BC",1212501,474211,1234,Sir Richard McBride Annex,1212408,473884,67.95086779208766,00:01:07,0.49,schools
"1035 GRANVILLE ST, VANCOUVER, BC",1209398,477883,1234,Pattison High School,1209307,478110,134.61221745778403,00:02:14,0.808,schools
"1035 GRANVILLE ST, VANCOUVER, BC",1209403,477888,1234,Pattison High School,1209307,478110,134.61221745778403,00:02:14,0.808,schools
"1035 KINGSWAY, VANCOUVER, BC",1212503,475210,1234,Charles Dickens Elementary,1212535,475325,60.06403119797015,00:01:00,0.233,schools
"1035 SEYMOUR ST, VANCOUVER, BC",1209469,477808,1234,Pattison High School,1209307,478110,144.18669683967988,00:02:24,0.913,schools
"1035 SEYMOUR ST, VANCOUVER, BC",1209474,477813,1234,Pattison High School,1209307,478110,144.18669683967988,00:02:24,0.913,schools
"1035 W 10TH AV, VANCOUVER, BC",1209213,476063,1234,L'Ecole Bilingue Elementary,1209026,475541,111.19917816814323,00:01:51,0.878,schools
"1035 W 11TH AV, VANCOUVER, BC",1209214,475962,1234,L'Ecole Bilingue Elementary,1209026,475541,98.42474817372634,00:01:38,0.778,schools
"1035 W 12TH AV, VANCOUVER, BC",1209217,475858,1234,L'Ecole Bilingue Elementary,1209026,475541,70.58501143668398,00:01:10,0.506,schools
"1035 W 13TH AV, VANCOUVER, BC",1209220,475752,1234,L'Ecole Bilingue Elementary,1209026,475541,75.81703664799595,00:01:15,0.566,schools
"1035 W 15TH AV, VANCOUVER, BC",1209221,475547,1234,L'Ecole Bilingue Elementary,1209026,475541,56.11984200959124,00:00:56,0.363,schools
"1036 CARDERO ST, VANCOUVER, BC",1208495,478710,1234,Lord Roberts Elementary,1208355,478705,86.84831509846533,00:01:26,0.511,schools
"1036 E 10TH AV, VANCOUVER, BC",1212501,476030,1234,Florence Nightingale StrongStart Centre,1211687,475869,115.73613387866847,00:01:55,0.968,schools
"1036 E 11TH AV, VANCOUVER, BC",1212505,475931,1234,Florence Nightingale StrongStart Centre,1211687,475869,103.47932542781443,00:01:43,0.869,schools
"1036 E 12TH AV, VANCOUVER, BC",1212508,475830,1234,Florence Nightingale StrongStart Centre,1211687,475869,104.005517276352,00:01:44,0.871,schools
"1036 E 13TH AV, VANCOUVER, BC",1212512,475729,1234,Florence Nightingale StrongStart Centre,1211687,475869,117.05857518405723,00:01:57,0.976,schools
"1036 E 15TH AV, VANCOUVER, BC",1212503,475529,1234,Charles Dickens Elementary,1212535,475325,87.11550317636818,00:01:27,0.382,schools
"1036 E 16TH AV, VANCOUVER, BC",1212502,475457,1234,Charles Dickens Elementary,1212535,475325,87.82506184086044,00:01:27,0.399,schools
"1036 E 18TH AV, VANCOUVER, BC",1212508,475256,1234,Charles Dickens Elementary,1212535,475325,96.32464402196992,00:01:36,0.455,schools
"1036 E 20TH AV, VANCOUVER, BC",1212513,475056,1234,Charles Dickens Annex,1212533,474809,87.97215219758188,00:01:27,0.355,schools
"1036 E 21ST AV, VANCOUVER, BC",1212504,474956,1234,Charles Dickens Annex,1212533,474809,64.90925860612792,00:01:04,0.242,schools
"1036 E 24TH AV, VANCOUVER, BC",1212517,474653,1234,Charles Dickens Annex,1212533,474809,75.99455514422216,00:01:15,0.354,schools
"1036 E 33RD AV, VANCOUVER, BC",1212497,473671,1234,Sir Richard McBride Annex,1212408,473884,97.46780012510673,00:01:37,0.639,schools
"1036 E 39TH AV, VANCOUVER, BC",1212512,473052,1234,Sir Alexander Mackenzie Elementary,1212313,473057,64.610265342363,00:01:04,0.25,schools
"1036 KEEFER ST, VANCOUVER, BC",1212484,477996,1234,Admiral Seymour StrongStart Centre,1212578,477967,93.76074737677797,00:01:33,0.456,schools
"1036 KEEFER ST, VANCOUVER, BC",1212490,477996,1234,Admiral Seymour StrongStart Centre,1212578,477967,93.76074737677797,00:01:33,0.456,schools
"1037 DENMAN ST, VANCOUVER, BC",1208223,478952,1234,King George Secondary,1208443,479047,61.38373476928962,00:01:01,0.426,schools
"1037 E 11TH AV, VANCOUVER, BC",1212504,475988,1234,Florence Nightingale StrongStart Centre,1211687,475869,126.64471397612992,00:02:06,1.116,schools
"1037 E 15TH AV, VANCOUVER, BC",1212509,475583,1234,Charles Dickens Elementary,1212535,475325,107.54806256834014,00:01:47,0.464,schools
"1037 E 8TH AV, VANCOUVER, BC",1212495,476298,1234,Mount Pleasant StrongStart Centre,1211649,476302,151.56265683321212,00:02:31,1.049,schools
"1037 E BROADWAY, VANCOUVER, BC",1212497,476198,1234,Mount Pleasant StrongStart Centre,1211649,476302,154.17250126049896,00:02:34,1.154,schools
"1037 RICHELIEU AV, VANCOUVER, BC",1209176,475343,1234,L'Ecole Bilingue Elementary,1209026,475541,29.714076498476928,00:00:29,0.277,schools
"1037 W 38TH AV, VANCOUVER, BC",1209189,473208,1234,King David High School,1209691,472828,138.9901433189734,00:02:18,1.01,schools
"1037 W BROADWAY, VANCOUVER, BC",1209211,476174,1234,L'Ecole Bilingue Elementary,1209026,475541,126.33842447797132,00:02:06,0.99,schools
"1038 CANADA PLACE, VANCOUVER, BC",1209895,478921,1234,Alexander Academy,1210097,478578,109.6916823883031,00:01:49,0.649,schools
"1038 CARDERO ST, VANCOUVER, BC",1208486,478701,1234,King George Secondary,1208443,479047,44.328609014058586,00:00:44,0.436,schools
"1038 E 10TH AV, VANCOUVER, BC",1212512,476030,1234,Florence Nightingale StrongStart Centre,1211687,475869,119.33533806972751,00:01:59,0.979,schools
"1038 E 31ST AV, VANCOUVER, BC",1212510,473925,1234,Sir Richard McBride Annex,1212408,473884,18.522004106534972,00:00:18,0.058,schools
"1038 E 38TH AV, VANCOUVER, BC",1212516,473155,1234,Sir Alexander Mackenzie Elementary,1212313,473057,64.02012112575507,00:01:04,0.259,schools
"1038 E 39TH AV, VANCOUVER, BC",1212522,473053,1234,Sir Alexander Mackenzie Elementary,1212313,473057,67.89391565915518,00:01:07,0.26,schools
"1038 E 40TH AV, VANCOUVER, BC",1212524,472947,1234,Sir Alexander Mackenzie Elementary,1212313,473057,80.38372815783029,00:01:20,0.361,schools
"1038 MAIN ST, VANCOUVER, BC",1211194,477531,1234,Crosstown Elementary,1210665,477892,81.77163334143829,00:01:21,0.755,schools
"1038 MAIN ST, VANCOUVER, BC",1211195,477516,1234,Crosstown Elementary,1210665,477892,81.77163334143829,00:01:21,0.755,schools
"1038 MAIN ST, VANCOUVER, BC",1211194,477524,1234,Crosstown Elementary,1210665,477892,81.77163334143829,00:01:21,0.755,schools
"1038 NANTON AV, VANCOUVER, BC",1209213,474210,1234,Vancouver Talmud Torah Elementary,1209333,474385,85.0543802892534,00:01:25,0.396,schools
"1038 W 27TH AV, VANCOUVER, BC",1209192,474312,1234,Vancouver Talmud Torah Elementary,1209333,474385,58.39291989094337,00:00:58,0.24,schools
"1038 W 29TH AV, VANCOUVER, BC",1209215,474107,1234,Vancouver Talmud Torah Elementary,1209333,474385,73.20025584754568,00:01:13,0.469,schools
"1038 W 7TH AV, VANCOUVER, BC",1209199,476308,1234,L'Ecole Bilingue Elementary,1209026,475541,173.78919488625766,00:02:53,0.96,schools
"1038 WOLFE AV, VANCOUVER, BC",1209166,474974,1234,Westside Montessori,1209243,474492,92.97176074306539,00:01:32,0.689,schools
"1039 BURNABY ST, VANCOUVER, BC",1208887,477887,1234,Pattison High School,1209307,478110,81.15386782712969,00:01:21,0.545,schools
"1039 E 38TH AV, VANCOUVER, BC",1212514,473211,1234,Sir Alexander Mackenzie Elementary,1212313,473057,102.37506512320111,00:01:42,0.559,schools
"1039 E 40TH AV, VANCOUVER, BC",1212521,473008,1234,Sir Alexander Mackenzie Elementary,1212313,473057,101.82495701984924,00:01:41,0.452,schools
"1039 E 41ST AV, VANCOUVER, BC",1212524,472904,1234,Sir Alexander Mackenzie Elementary,1212313,473057,111.91787394830276,00:01:51,0.558,schools
"1039 KEEFER ST, VANCOUVER, BC",1212484,478053,1234,Admiral Seymour StrongStart Centre,1212578,477967,34.497552163747955,00:00:34,0.127,schools
"1039 NICOLA ST, VANCOUVER, BC",1208552,478653,1234,Lord Roberts Elementary,1208355,478705,67.63221762706138,00:01:07,0.431,schools
"1039 W 29TH AV, VANCOUVER, BC",1209195,474166,1234,Vancouver Talmud Torah Elementary,1209333,474385,61.928982558910114,00:01:01,0.277,schools
"1039 W 7TH AV, VANCOUVER, BC",1209208,476361,1234,L'Ecole Bilingue Elementary,1209026,475541,139.44228592386432,00:02:19,1.174,schools
"104 E 24TH AV, VANCOUVER, BC",1211053,474653,1234,David Livingstone Elementary,1211419,474823,67.67680256587195,00:01:07,0.459,schools
"104 E BROADWAY, VANCOUVER, BC",1211017,476132,1234,St Patrick Regional Secondary,1211034,475992,56.414984550441915,00:00:56,0.484,schools
"104 E KING EDWARD AV, VANCOUVER, BC",1211058,474565,1234,General Wolfe Elementary,1210854,474408,75.5694652421884,00:01:15,0.461,schools
"104 PEVERIL AV, VANCOUVER, BC",1210685,474321,1234,General Wolfe Elementary,1210854,474408,124.89385363377677,00:02:04,1.002,schools
"104 W 11TH AV, VANCOUVER, BC",1210703,475926,1234,St Patrick's Elementary,1211054,475810,95.33925259023353,00:01:35,0.689,schools
"104 W 16TH AV, VANCOUVER, BC",1210710,475425,1234,Simon Fraser Elementary,1210646,475505,81.04089653494667,00:01:21,0.579,schools
"1040 E 14TH AV, VANCOUVER, BC",1212518,475629,1234,Charles Dickens Elementary,1212535,475325,124.20514607890509,00:02:04,0.59,schools
"1040 E 22ND AV, VANCOUVER, BC",1212510,474855,1234,Charles Dickens Annex,1212533,474809,113.1048819227641,00:01:53,0.629,schools
"1040 E 37TH AV, VANCOUVER, BC",1212516,473256,1234,Sir Alexander Mackenzie Elementary,1212313,473057,74.43859215357782,00:01:14,0.363,schools
"1040 E 7TH AV, VANCOUVER, BC",1212494,476341,1234,Mount Pleasant StrongStart Centre,1211649,476302,143.59241648773886,00:02:23,0.886,schools
"1040 E 7TH AV, VANCOUVER, BC",1212504,476342,1234,Mount Pleasant StrongStart Centre,1211649,476302,143.59241648773886,00:02:23,0.886,schools
"1040 E 7TH AV, VANCOUVER, BC",1212484,476341,1234,Mount Pleasant StrongStart Centre,1211649,476302,143.59241648773886,00:02:23,0.886,schools
"1040 E BROADWAY, VANCOUVER, BC",1212493,476130,1234,Florence Nightingale StrongStart Centre,1211687,475869,126.76586825744384,00:02:06,1.064,schools
"1040 E HASTINGS ST, VANCOUVER, BC",1212458,478197,1234,Admiral Seymour StrongStart Centre,1212578,477967,60.29923819516493,00:01:00,0.337,schools
"1040 HAMILTON ST, VANCOUVER, BC",1209704,477600,1234,Elsie Roy Elementary,1209538,477136,117.55988474491245,00:01:57,0.909,schools
"1040 PACIFIC ST, VANCOUVER, BC",1208694,477672,1234,Anchor Point Montessori,1208902,477646,70.99566192071796,00:01:10,0.553,schools
"1040 W 16TH AV, VANCOUVER, BC",1209176,475398,1234,L'Ecole Bilingue Elementary,1209026,475541,50.221889077792746,00:00:50,0.262,schools
"1040 W 7TH AV, VANCOUVER, BC",1209176,476307,1234,L'Ecole Bilingue Elementary,1209026,475541,166.35032219144367,00:02:46,0.937,schools
"1040 W 8TH AV, VANCOUVER, BC",1209196,476214,1234,L'Ecole Bilingue Elementary,1209026,475541,163.26458286479595,00:02:43,0.86,schools
"1040 W GEORGIA ST, VANCOUVER, BC",1209480,478536,1234,Pattison High School,1209307,478110,104.01205285177917,00:01:44,0.752,schools
"1040 W GEORGIA ST, VANCOUVER, BC",1209450,478563,1234,Pattison High School,1209307,478110,104.01205285177917,00:01:44,0.752,schools
"1040 W GEORGIA ST, VANCOUVER, BC",1209465,478550,1234,Pattison High School,1209307,478110,104.01205285177917,00:01:44,0.752,schools
"1041 COMOX ST, VANCOUVER, BC",1209109,478130,1234,Pattison High School,1209307,478110,44.6191571753986,00:00:44,0.215,schools
"1041 E 12TH AV, VANCOUVER, BC",1212516,475887,1234,Florence Nightingale StrongStart Centre,1211687,475869,111.18557918916288,00:01:51,1.007,schools
"1041 E 14TH AV, VANCOUVER, BC",1212518,475687,1234,Charles Dickens Elementary,1212535,475325,122.78729049151194,00:02:02,0.549,schools
"1041 E 16TH AV, VANCOUVER, BC",1212503,475507,1234,Charles Dickens Elementary,1212535,475325,81.49550842526291,00:01:21,0.454,schools
"1041 E 21ST AV, VANCOUVER, BC",1212524,475012,1234,Charles Dickens Elementary,1212535,475325,79.88400916051185,00:01:19,0.359,schools
"1041 W 7TH AV, VANCOUVER, BC",1209196,476362,1234,L'Ecole Bilingue Elementary,1209026,475541,143.36071330601857,00:02:23,1.186,schools
"1041 WOLFE AV, VANCOUVER, BC",1209200,475042,1234,L'Ecole Bilingue Elementary,1209026,475541,74.23292996031527,00:01:14,0.687,schools
"1042 ALBERNI ST, VANCOUVER, BC",1209435,478499,1234,Pattison High School,1209307,478110,106.29369563967808,00:01:46,0.705,schools
"1042 DAVIE ST, VANCOUVER, BC",1208916,477925,1234,Anchor Point Montessori,1208902,477646,110.04946793795068,00:01:50,0.771,schools
"1042 E 11TH AV, VANCOUVER, BC",1212514,475931,1234,Florence Nightingale StrongStart Centre,1211687,475869,106.42413278636813,00:01:46,0.878,schools
"1042 E 20TH AV, VANCOUVER, BC",1212523,475057,1234,Charles Dickens Annex,1212533,474809,91.24942406443526,00:01:31,0.365,schools
"1042 NELSON ST, VANCOUVER, BC",1209106,478193,1234,Pattison High School,1209307,478110,119.91503845325934,00:01:59,0.926,schools
"1042 W 37TH AV, VANCOUVER, BC",1209207,473250,1234,Vancouver College,1208709,472956,128.56294400996907,00:02:08,0.805,schools
"1043 DAVIE ST, VANCOUVER, BC",1208949,477976,1234,Pattison High School,1209307,478110,69.77677282481324,00:01:09,0.45,schools
"1043 E 11TH AV, VANCOUVER, BC",1212514,475988,1234,Florence Nightingale StrongStart Centre,1211687,475869,123.37271016601413,00:02:03,1.106,schools
"1043 E 21ST AV, VANCOUVER, BC",1212527,475009,1234,Charles Dickens Annex,1212533,474809,58.798475601054605,00:00:58,0.319,schools
"1043 GRANVILLE ST, VANCOUVER, BC",1209393,477877,1234,Pattison High School,1209307,478110,139.47707779056634,00:02:19,0.823,schools
"1043 UNION ST, VANCOUVER, BC",1212478,477844,1234,Admiral Seymour StrongStart Centre,1212578,477967,107.17835017127658,00:01:47,0.747,schools
"1043 W 12TH AV, VANCOUVER, BC",1209201,475858,1234,L'Ecole Bilingue Elementary,1209026,475541,69.43315137930075,00:01:09,0.49,schools
"1043 W KING EDWARD AV, VANCOUVER, BC",1209194,474614,1234,Westside Montessori,1209243,474492,71.5333517073852,00:01:11,0.388,schools
"1044 CARDERO ST, VANCOUVER, BC",1208477,478691,1234,King George Secondary,1208443,479047,50.34140881401042,00:00:50,0.489,schools
"1044 E 13TH AV, VANCOUVER, BC",1212522,475728,1234,Florence Nightingale StrongStart Centre,1211687,475869,120.32366550573362,00:02:00,0.986,schools
"1044 E 22ND AV, VANCOUVER, BC",1212521,474855,1234,Charles Dickens Annex,1212533,474809,116.70455460803132,00:01:56,0.64,schools
"1044 E 8TH AV, VANCOUVER, BC",1212497,476241,1234,Mount Pleasant StrongStart Centre,1211649,476302,146.75848239609098,00:02:26,1.004,schools
"1044 ROBSON ST, VANCOUVER, BC",1209366,478410,1234,Pattison High School,1209307,478110,93.24201373389977,00:01:33,0.6,schools
"1044 WOLFE AV, VANCOUVER, BC",1209154,474999,1234,Westside Montessori,1209243,474492,95.5966548645291,00:01:35,0.717,schools
"1045 BURNABY ST, VANCOUVER, BC",1208865,477908,1234,Pattison High School,1209307,478110,88.59282667147443,00:01:28,0.576,schools
"1045 E 10TH AV, VANCOUVER, BC",1212500,476087,1234,Florence Nightingale StrongStart Centre,1211687,475869,139.63546240944967,00:02:19,1.218,schools
"1045 E 17TH AV, VANCOUVER, BC",1212517,475414,1234,Charles Dickens Elementary,1212535,475325,69.94725402744507,00:01:09,0.259,schools
"1045 E 22ND AV, VANCOUVER, BC",1212526,474912,1234,Charles Dickens Elementary,1212535,475325,89.53990331103472,00:01:29,0.461,schools
"1045 E 39TH AV, VANCOUVER, BC",1212523,473113,1234,Sir Alexander Mackenzie Elementary,1212313,473057,96.4750773448823,00:01:36,0.45,schools
"1045 HARO ST, VANCOUVER, BC",1209303,478399,1234,Pattison High School,1209307,478110,76.5573523808039,00:01:16,0.476,schools
"1045 HOWE ST, VANCOUVER, BC",1209316,477938,1234,Anchor Point Montessori,1208902,477646,94.68912481532104,00:01:34,0.757,schools
"1045 KINGSWAY, VANCOUVER, BC",1212511,475205,1234,Charles Dickens Elementary,1212535,475325,53.240722666337334,00:00:53,0.212,schools
"1045 KINGSWAY, VANCOUVER, BC",1212521,475198,1234,Charles Dickens Elementary,1212535,475325,53.240722666337334,00:00:53,0.212,schools
"1045 NELSON ST, VANCOUVER, BC",1209183,478205,1234,Pattison High School,1209307,478110,21.869911246477166,00:00:21,0.156,schools
"1045 ROBSON ST, VANCOUVER, BC",1209390,478468,1234,Pattison High School,1209307,478110,87.90746591506502,00:01:27,0.574,schools
"1045 SEYMOUR ST, VANCOUVER, BC",1209463,477802,1234,Pattison High School,1209307,478110,151.36432016817176,00:02:31,0.935,schools
"1045 SEYMOUR ST, VANCOUVER, BC",1209459,477797,1234,Pattison High School,1209307,478110,151.36432016817176,00:02:31,0.935,schools
"1045 W 10TH AV, VANCOUVER, BC",1209198,476062,1234,L'Ecole Bilingue Elementary,1209026,475541,116.11272154737905,00:01:56,0.893,schools
"1045 W 11TH AV, VANCOUVER, BC",1209199,475960,1234,L'Ecole Bilingue Elementary,1209026,475541,103.34343712132855,00:01:43,0.793,schools
"1045 W 13TH AV, VANCOUVER, BC",1209204,475752,1234,L'Ecole Bilingue Elementary,1209026,475541,81.05173620461044,00:01:21,0.582,schools
"1045 W 14TH AV, VANCOUVER, BC",1209212,475648,1234,L'Ecole Bilingue Elementary,1209026,475541,43.065473636555396,00:00:43,0.289,schools
"1045 W 15TH AV, VANCOUVER, BC",1209206,475546,1234,L'Ecole Bilingue Elementary,1209026,475541,61.03549707481544,00:01:01,0.378,schools
"1045 W 7TH AV, VANCOUVER, BC",1209188,476362,1234,L'Ecole Bilingue Elementary,1209026,475541,145.66495732707588,00:02:25,1.193,schools
"1045 W 8TH AV, VANCOUVER, BC",1209180,476268,1234,L'Ecole Bilingue Elementary,1209026,475541,154.11396262902517,00:02:34,0.891,schools
"1046 E 12TH AV, VANCOUVER, BC",1212518,475830,1234,Florence Nightingale StrongStart Centre,1211687,475869,107.27688126785428,00:01:47,0.881,schools
"1046 E 15TH AV, VANCOUVER, BC",1212523,475518,1234,Charles Dickens Elementary,1212535,475325,83.39992900799591,00:01:23,0.474,schools
"1046 E 18TH AV, VANCOUVER, BC",1212519,475256,1234,Charles Dickens Elementary,1212535,475325,72.27443346566936,00:01:12,0.261,schools
"1046 GRANVILLE ST, VANCOUVER, BC",1209443,477840,1234,Anchor Point Montessori,1208902,477646,150.51325473574494,00:02:30,0.925,schools
"1046 RICHELIEU AV, VANCOUVER, BC",1209170,475267,1234,L'Ecole Bilingue Elementary,1209026,475541,94.62150637589816,00:01:34,0.746,schools
"1046 W 12TH AV, VANCOUVER, BC",1209203,475795,1234,L'Ecole Bilingue Elementary,1209026,475541,89.03053551434738,00:01:29,0.436,schools
"1046 W 13TH AV, VANCOUVER, BC",1209212,475693,1234,L'Ecole Bilingue Elementary,1209026,475541,81.79704819074152,00:01:21,0.344,schools
"1047 BARCLAY ST, VANCOUVER, BC",1209251,478300,1234,Pattison High School,1209307,478110,50.85383625227563,00:00:50,0.348,schools
"1047 DAVIE ST, VANCOUVER, BC",1208945,477981,1234,Pattison High School,1209307,478110,71.29546933802504,00:01:11,0.456,schools
"1047 DENMAN ST, VANCOUVER, BC",1208216,478943,1234,Lord Roberts Elementary,1208355,478705,77.03865901577764,00:01:17,0.593,schools
"1047 E 10TH AV, VANCOUVER, BC",1212510,476088,1234,Florence Nightingale StrongStart Centre,1211687,475869,136.35480667795505,00:02:16,1.208,schools
"1047 E 13TH AV, VANCOUVER, BC",1212530,475787,1234,Florence Nightingale StrongStart Centre,1211687,475869,112.22354507784281,00:01:52,0.998,schools
"1047 E 14TH AV, VANCOUVER, BC",1212527,475686,1234,Charles Dickens Elementary,1212535,475325,119.84939998609467,00:01:59,0.54,schools
"1047 E 33RD AV, VANCOUVER, BC",1212517,473726,1234,Sir Richard McBride Annex,1212408,473884,64.30135738952318,00:01:04,0.417,schools
"1047 E 38TH AV, VANCOUVER, BC",1212524,473212,1234,Sir Alexander Mackenzie Elementary,1212313,473057,99.09567910518567,00:01:39,0.549,schools
"1047 E 40TH AV, VANCOUVER, BC",1212531,473008,1234,Sir Alexander Mackenzie Elementary,1212313,473057,98.55516534257713,00:01:38,0.442,schools
"1047 E 41ST AV, VANCOUVER, BC",1212536,472905,1234,Sir Alexander Mackenzie Elementary,1212313,473057,107.99350737489614,00:01:47,0.546,schools
"1047 GRANVILLE ST, VANCOUVER, BC",1209382,477866,1234,Pattison High School,1209307,478110,142.01307454540427,00:02:22,0.831,schools
"1047 GRANVILLE ST, VANCOUVER, BC",1209387,477872,1234,Pattison High School,1209307,478110,142.01307454540427,00:02:22,0.831,schools
"1048 DAVIE ST, VANCOUVER, BC",1208906,477937,1234,Anchor Point Montessori,1208902,477646,105.24767189159398,00:01:45,0.751,schools
"1048 DAVIE ST, VANCOUVER, BC",1208901,477939,1234,Anchor Point Montessori,1208902,477646,105.24767189159398,00:01:45,0.751,schools
"1048 E 14TH AV, VANCOUVER, BC",1212527,475630,1234,Charles Dickens Elementary,1212535,475325,127.15685008921592,00:02:07,0.599,schools
"1048 E 16TH AV, VANCOUVER, BC",1212517,475458,1234,Charles Dickens Elementary,1212535,475325,92.73988479967623,00:01:32,0.414,schools
"1048 E 22ND AV, VANCOUVER, BC",1212531,474855,1234,Charles Dickens Annex,1212533,474809,119.9769843220003,00:01:59,0.65,schools
"1048 E 28TH AV, VANCOUVER, BC",1212503,474250,1234,Sir Richard McBride Annex,1212408,473884,63.027034617953696,00:01:03,0.386,schools
"1048 E 38TH AV, VANCOUVER, BC",1212526,473155,1234,Sir Alexander Mackenzie Elementary,1212313,473057,67.29230817723571,00:01:07,0.269,schools
"1048 E 39TH AV, VANCOUVER, BC",1212532,473053,1234,Sir Alexander Mackenzie Elementary,1212313,473057,71.1637073364273,00:01:11,0.27,schools
"1048 E 40TH AV, VANCOUVER, BC",1212534,472948,1234,Sir Alexander Mackenzie Elementary,1212313,473057,83.65357265265631,00:01:23,0.371,schools
"1048 E 7TH AV, VANCOUVER, BC",1212511,476342,1234,Mount Pleasant StrongStart Centre,1211649,476302,152.43448704215996,00:02:32,0.913,schools
"1049 CHILCO ST, VANCOUVER, BC",1207993,479146,1234,King George Secondary,1208443,479047,103.97117553938133,00:01:43,0.731,schools
"1049 E 10TH AV, VANCOUVER, BC",1212520,476088,1234,Florence Nightingale StrongStart Centre,1211687,475869,133.08338133077848,00:02:13,1.198,schools
